,0
3114,"Abu Jahal, yang nama aslinya adalah Amr bin Hisyam, merupakan salah satu tokoh terkemuka dari suku Quraisy di Mekkah dan dikenal sebagai musuh utama Nabi Muhammad serta agama Islam pada masa awal penyebarannya. Penolakannya terhadap Islam dipengaruhi oleh beberapa faktor utama:

1. Kepentingan Ekonomi dan Status Sosial

Suku Quraisy, termasuk Abu Jahal, memiliki kedudukan yang sangat penting di Mekkah, terutama karena mereka mengendalikan Ka'bah dan ziarah berhala yang mendatangkan keuntungan ekonomi besar. Mekkah adalah pusat perdagangan yang makmur, sebagian karena para pedagang dari seluruh Arab datang untuk berziarah ke Ka'bah, yang pada saat itu dipenuhi oleh ratusan berhala. Jika Islam dengan ajaran monoteismenya (tauhid) diterima, ziarah berhala akan berakhir, dan hal ini dianggap akan merusak ekonomi Mekkah yang bergantung pada para penyembah berhala.

Bagi Abu Jahal, Islam adalah ancaman terhadap posisi ekonomi dan kekuasaan suku Quraisy, khususnya kelompok elit yang mendapat keuntungan dari status quo tersebut.

2. Kebanggaan Suku dan Tradisi

Abu Jahal sangat menjunjung tinggi kebanggaan dan kekuasaan sukunya, Bani Makhzum, yang merupakan salah satu suku terkuat di Mekkah. Ketika Nabi Muhammad, yang berasal dari Bani Hasyim (cabang lain dari suku Quraisy), mengajarkan Islam, Abu Jahal memandang hal itu sebagai tantangan terhadap dominasi Bani Makhzum.

Islam mengajarkan persamaan di antara manusia, tanpa memandang status sosial atau asal-usul suku. Hal ini sangat bertentangan dengan sistem sosial suku Arab, di mana hierarki suku dan kekuasaan adalah faktor utama dalam menentukan status seseorang. Abu Jahal melihat ajaran ini sebagai ancaman terhadap tatanan tradisional yang memberikan keuntungan bagi kaum elit Quraisy.

3. Kebencian dan Permusuhan Pribadi

Abu Jahal memiliki kebencian pribadi terhadap Nabi Muhammad, bukan hanya karena ajarannya, tetapi juga karena rasa iri dan kebanggaan. Ia merasa bahwa Bani Hasyim, suku Nabi Muhammad, mendapatkan perhatian dan pengaruh lebih banyak karena kemunculan Islam. Abu Jahal ingin mempertahankan kekuasaan sukunya dan tidak rela melihat Bani Hasyim mendapatkan kekuatan lebih besar.

Selain itu, ia juga menolak keras gagasan bahwa Muhammad yang ia kenal sebagai ""orang biasa"" adalah seorang nabi atau utusan Tuhan. Baginya, menerima kenabian Muhammad sama dengan mengakui keunggulan moral dan spiritual Muhammad, yang bertentangan dengan kebanggaan dirinya.

4. Penolakan terhadap Perubahan Agama dan Nilai

Abu Jahal, seperti banyak orang Quraisy lainnya, merasa bahwa Islam adalah ancaman langsung terhadap agama nenek moyang mereka. Kaum Quraisy telah lama menyembah berhala, dan tradisi ini telah mengakar dalam budaya mereka. Bagi Abu Jahal, meninggalkan agama nenek moyang berarti mengkhianati warisan leluhurnya. Ajaran Islam yang menolak penyembahan berhala dan mendorong perubahan moral serta etika dianggap sebagai pengganggu harmoni sosial yang sudah lama ada.

5. Pengaruh Politik

Islam juga dilihat sebagai ancaman politik bagi Abu Jahal dan pemimpin Quraisy lainnya. Islam menyatukan orang-orang dari berbagai suku dan kelas sosial di bawah satu agama, tanpa memperhitungkan asal-usul atau kekayaan mereka. Abu Jahal khawatir bahwa kekuasaan politik dan sosial para pemimpin Quraisy akan tergeser oleh kekuatan Islam, yang mempromosikan kesetaraan dan keadilan sosial.

Kesimpulan

Penolakan Abu Jahal terhadap Islam disebabkan oleh kombinasi kepentingan ekonomi, kebanggaan suku, permusuhan pribadi, dan ketakutan terhadap perubahan. Bagi Abu Jahal dan pemimpin Quraisy lainnya, menerima Islam berarti kehilangan kekuasaan, status, dan kendali atas Mekkah. Oleh karena itu, ia menjadi salah satu musuh utama Nabi Muhammad dan Islam, melakukan berbagai upaya untuk menghentikan penyebaran agama baru ini hingga akhirnya ia tewas dalam Pertempuran Badar."
3115,"Perang suku...? Diceritanya perang itu demi penjarahan harta, dan dibagi2kan sebagai upah jarahan. Dan ada cerita bahwa pembagian itu tidak fair, ada seorang sahabat yg komplain, tetapi berakhir na'as dia dibunuh. Cerita ini tentunya ada yg belum pernah dengar, ttp kl anda telusuri dgn seksama bacaan Quran dan Hadist, ada bnyk tertulis. Tentunya bnyk org tidak percaya dan walaupun dia tahu akan menyangkal itu dgn berbagai dalih. Intinya kl kita ingin beragama yg baik, harusnya dilandssi dgn kejujuran. Salam. 🙏"
3116,Quran itu di turun kan oleh allah jadi segala perintah yg ada didalamnya harus diterapkan.
3117,perintah kebencian.
3118,"di twiter berdebat panjang dengan wahabi. mereka yg selalu mengamalkan terjemahan tanpa konteks. di ending mereka selalu ngomong ""berarti menurut anda Al-Quran belum sempurna?"" kl jawab ""belum sempurna"" berarti kita dianggap murtad/sesat, kl jawab ""ya sudah sempurna"" mereka akan ke tahap selanjutnya, yaitu mengajarkan ayat2 keras utk kita amalkan"
3119,"Keren, ngobrol kya gini di podcas dedycorbuser lebih mantap lagi,"
3120,"di luar sana perang jadi tren atau jdi pembenaran Agama

di indonesia walupun sudah agak terbuka dan toleransi akan tetapi masih ada kelompok""tertentu yg ingin indonesia menjadi kacau,mudah""indonesia tetap damai dan salih menghormati dan menghargai❤"
3121,"Orang2 yg suka menyerang umat kristen dan selalu menghujat Kristus disebut ANTICHRIST, nah antichrist itu perilaku para satanic, jadi jelas ya perilaku yg jauh dari kedamaian, suka perang, suka menyerang agama lain itu adalah kelakuan dan ajaran satanic antichrist."
3122,Orang orang cerdas berakal
3123,"Katanya Alquran Langsung diturunkan dari Surga kok bisa ga relevan di zamn sekarang,,?? 
Artinya alqurqn itu semacam buku sejarah dink kalau sekarang kurang relevan,,,lalu mengapa di imani buku sejarah?? 
Coba baca alkitab,,,perintahnya sepanjang masa sekalipun dunia ini berubah2,,,
Alquran hanya catatan sejarah pesan ibunya,,,jangan dijadikan pedoman,,,,kasian ya kok bsa katanya Alquran kitab suci?? Kasian ya yg mengimani quran,,,
Sadar saydaraku,,, Bertobatlah,,,Mari ikut Yesus,,,ajarannya kekal selamanya meskipun dunia ini berubah2 tapi setitik dari Firman Tuhan Yesus ga akan berubah,,,
Bangganya aku jdi pengikut Yesus,,,❤"
3124,"Mereka ini antek, makanya yg dibicarain nya yg memburukburuki Islam. Yang mereka GK jelasin  konsep perang dalam Islam yg sebenarnya."
3125,"Pk Ade sukses menempatkan diri sbg umat biasa/penonton yg blm paham, padahal 90% sdh tahu jawabannya. Maila ttp seperti biasa ..luar biasa
Sukses all"
3126,"Kitab yang dari Allah tidak relevan ? Kalau Kitab itu berasal dari Allah kenapa bisa berubah ? Menurut saya, ini pengajaran salah dari awal yang mengatasnamakan Allah, karena Allah pasti tidak mengajarkan tentang perang, membunuh. Kalau Allah mengajarkan perang, maka dari awal ketika Adam dan Hawa melanggar / melawan Allah,  manusia pasti sudah habis binasa atau tidak ada lagi keturunannya. Jadi menurut saya Allah itu adalah KASIH.  Dan agama itu hanyalah buatan manusia.  Malah sekarang ada hukum internasional yang melarang perang (harus berdamai), maka hukum internasional seperti nya adalah hukum Tuhan dan agama adalah hukum manusia. Setuju bahwa agama sekarang adalah lebih condong pro politik, hanya untuk mencari keuntungan kelompok tertentu."
3127,"Bukan norma pada saat itu, lebih tepat norma wilayah itu, atau suku itu. Karena diluar daerah itu, sudah punya norma yg jauh lebih beradab"
3128,"yesus kedatangan kedua kalinya akan berbeda dengan kedatangannya yang pertama, kedatangan yang kedua yesus akan memerintah dengan pedang"
3129,"Awas bang Ade, jgn membahas Islam...nanti kena pasal penistaan.....
Bahaya di negeri +62, banyak yg baperan"
3130,semacam ruwet
3131,"esl4m itu hanya klaim damai indah toleransi sempurna dsb..itu hanya dusta..yg iya malah sebaliknya..
Ajaran perang buonuh t3r0r1s c4bul pengg4l tuk4ng kaw1n barbar hanyalah ajaran ag4m4 eslam..ag4ma lain mana ada ajaran nya tak bermoral begini..ya kan??  
Jgn ber dusta lagi..ini jaman keterbukaan yg tidak bisa ditutup tutupi lagi...kebusukan akan tercium dan kebenaran akan terungkap...
Cam kan itu..
Sampai sini pahamkan!!!"
3132,Agama yg menghalalkan darah manusia itu bukan agama melainkan hanya agama bayang bayangan
3133,"agama, sumber perpecahan..."
3134,Mail ngaji dulu yuk...
3135,"Mbak Kumaila kelihatan berusaha keras menjawab dengan ""menghaluskan"" makna agar islam kelihatan lebih manusiawi............😊
Agama damai itu hanya fatamorgana......😁😁"
3136,Budha menurut saya paling damai
3137,"Kalau ada di hadiz islam adalah agama yg sempurna, justru terbantahkan dgn konten ini... Artinya Alquran dan hadist sangatlah tidak sempurna, karena konteks nya adalah jaman dulu abad ke 7"
3138,Lah emang Belanda... Portugal itu ngapain ke Indo.... trus agama mereka apa ???
3139,"Tolong dijelaskan tetntang logika kumaila ini..
Dia berkata cocokmologi, apakah ada data pendukung? 
Ade armando membuka logika luas, tpi dia menutup dgn cocokmologi..
Tolong yg ngerti jelasin dong"
3140,Berbuat baik teruslah dan bnyk sedekah.....yakin dg agama dan panutanmu itu saja.
3141,"Tidak, dalam sejarah Islam pada zaman Nabi Muhammad ﷺ, tujuan perang bukan selalu untuk menunjuk atau mengangkat panglima perang. Perang pada masa Nabi Muhammad ﷺ lebih sering terjadi sebagai respons terhadap serangan atau ancaman dari pihak luar yang mengancam keberadaan umat Islam, bukan untuk tujuan ekspansi atau penaklukan secara agresif.

Nabi Muhammad ﷺ memang beberapa kali memimpin langsung pasukan dalam pertempuran, seperti dalam Perang Badar, Perang Uhud, dan Perang Khandaq. Namun, tujuan dari perang-perang ini selalu difokuskan pada pertahanan diri dan mempertahankan umat Islam dari ancaman eksternal. Ada prinsip-prinsip dalam Islam yang membatasi tindakan perang, seperti larangan membunuh non-kombatan, menghancurkan tanaman, atau membunuh wanita, anak-anak, dan orang tua.

Selain itu, Nabi Muhammad ﷺ juga sering kali mengutamakan diplomasi dan perdamaian. Contohnya, dalam Perjanjian Hudaibiyah, yang merupakan perjanjian damai dengan kaum Quraisy Mekkah, meskipun ada perbedaan besar antara kedua pihak.

Jadi, tujuan perang dalam Islam pada masa Nabi Muhammad ﷺ lebih kepada mempertahankan keimanan, komunitas, dan keadilan daripada sekadar kepentingan militer atau untuk mengangkat panglima perang."
3142,"Ulangan 20: 16-17
""Tetapi dari kota-kota bangsa-bangsa yang diberikan Tuhan, ALLAHmu kepadamu menjadi milik pasukanmua, janganlah kau biarkan hidup apapun yang bernafas melainkan harus kau tumpas sama sekali""

Bilangan 31 : 17-18
""Maka bunuhlah semua laki-laki diantara anak-anak mereka dan juga semua perempuan yang pernah bersetubuh dengan laki-laki haruslah kamu bunuh. Tetapi semua yang uda di antara perempuan yang belum pernah bersetubuh dengan laki-laki haruslah kamu biarkan hidup bagimu"".

Yosua 6:2
""Mereka menumpas dengan mata pedang segala sesuatu yang di dalam kota itu, baik laki-laki maupun perempuan, baik tua maupun muda, sampai kepada lembu, domba dan keledai"".

Yosua 10: 28
""Pada hari itu Yosua merebut Makeda dan kota itu dipukulnya dengan mata pedang, juga rajanya. Kota itu dan semua makhluk yang ada di dalamnya ditumpasnya, tidak ada seorangpun yang dibiarkannya lolos. Dan raja Makeda diperlakukan seperti telah diperlakukannya raja Yerikho."
3143,"Klu ajaran Kristen orang kafir adalah orang yg tdk mengenal Allah,,, tetapi tidak ada konsep ataw pengajaran untuk memerangi/memusuhi orang
 kafir... berarti memang sangat jauh beda dan bahkan bertolak belakang, ajaran agama islam dan kristen."
3144,"Cinta kasih (termasuk mengasihi musuh) vs  Gigi ganti gigi, balas membalas, aksi reaksi, tuntut menuntut keadilan sementara keadilan hanya ada diakhirat (setelah pengadilan), dunia hanya arena/tempat ujian."
3145,"Jaman sekarang, gak ada lagi yg bisa di tutupi... Al-Qur'an, hadiz sangat gampang di dapatkan... Sementara jaman dulu Al-Qur'an dan hadits sangat mahal dan susah di dapatkan.  Makanya jangan heran banyak yg meninggal kan Islam dan itu wajar."
3146,Emang bener kok
3147,"Kita sekarang dituntut untuk kemanusiaan, tapi agama ada yang mengajar untuk membunuh dan membenci sesama manusia."
3148,"Benarkah Islam Agama Perang?

Jawaban dari ChatGPT:
Tidak, Islam bukanlah agama yang mengajarkan kekerasan atau perang. Islam, seperti agama-agama lain, mengajarkan perdamaian, keadilan, dan kasih sayang. Kata ""Islam"" sendiri berasal dari akar kata Arab ""salaam,"" yang berarti ""damai."" Ajaran Islam menekankan pentingnya hidup damai dengan sesama, saling menghormati, dan melindungi hak asasi manusia.

Konsep jihad, yang sering disalahartikan sebagai ""perang suci,"" dalam Islam sebenarnya memiliki makna yang lebih luas, termasuk perjuangan pribadi untuk menjadi lebih baik secara spiritual dan moral. Ada juga prinsip-prinsip yang sangat ketat dalam Al-Qur'an dan Hadis tentang kapan dan bagaimana peperangan diperbolehkan, yaitu hanya dalam keadaan mempertahankan diri dan harus selalu diikuti dengan upaya untuk mencapai perdamaian.

Sejarah mencatat bahwa ada masa-masa di mana umat Islam, seperti juga kelompok dari agama lain, terlibat dalam peperangan. Namun, ini lebih sering terjadi karena faktor politik, ekonomi, atau pertahanan diri daripada karena ajaran agama itu sendiri.

Islam lebih menekankan kepada perdamaian, keadilan, dan kerjasama antarumat manusia."
3149,"Tuhan kalian itu berarti Tuhan yg, diatur oleh, situasi, berarti Tuhan buat buatan"
3150,"Yg sebenarnya seperti yg di jelaskan oleh bang Ade dan kumaela,,cuman kumaela blm terlalu fulgar penjelasannya Krn Masi takut ketahuan bahwa Wahyu dri Allah ko bunyinya seperti itu..berarti Wahyu Allah abat 1 utk kristen/Nasrani lebi keren dong.bahkan Wahyu itu Masi tetap sama,tdk mengalami perubahan dan sesuai dgn perkembangan saman"
3151,"Orang"" yang minim literasi kok dijadiin pembicara toh Bang Adee bang Adeeee.... Ngundang tuh mbok ya Ustad Felix Xiau, yang notabene pengetahuan sejarah islam nya udah luas banget...... Ngomongin Islam, ngomongin perang. Apaan?"
3152,"Diskusi ini sungguh tidak berimbang, 
Seandainya Ade Armando berdiskusi dengan Koko Dondy Tan yang memiliki pengetahuan sejarah kekristenan, maka habislah bang Ade Armando 
Betapa tidak kita semua tahu misi bangsa penjajah adalah Good, glory end Gospel"
3153,"Mazmur 140 ayat 11b: ""Orang yang melakukan kekerasan, akan di buru oleh malapetaka"". 😮"
3154,"Percakapan antara dua orang ""bodoh"" seperti ini harus disikapi hati-hati, karena keduanya bukan ahli agama apapun, ahli sejarah, ahli bahasa, anthropolog atau apapun. Semuanya diembat, dibaha campur aduk. Dengerin sepuluh menit pertama saha, tidak ada referensi/rujukan apapun yg disampailkan oleh keduanya. Jadi, ini tidak lebih dari sekedar ""omon-omon"" level warung kopi atau pos ronda saja dengan ilmu ""kira-kira""."
3155,"Artinya Tuhan kalian tdklah Tuhan yg kenal, dan Tuhan itu diatur oleh waktu, dan kondisi"
3156,"Coba terapkan hukum internasional yg ada anggap benar di Palestina?
Ratusan ribu rakyat Palestina mati tapi mana hukum internasional itu."
3157,"Ada perkataan dari nabi Islam itu sendiri bahwa;
* Dia ada untuk MEMERANGI dan Membunuh Manusia.... 
Inilah alasan bagi NON MUSLIM memandang dan menilai bahwa Islam itu memang: Malapetaka bagi Peradapan, Kehidupan dan Kemanusiaan.☠️"
3158,Manusia berkembang
3159,OTAKNYA BERDUA MIRING...
3160,Ga usah takut Wong si basalamah aja emang bilang gtu
3161,Pekerjaan nabi waktu itu mmg mengambil harta jarahan / rampasan perang. Klo jaman sekarang ya ngerampoklah... cuma gunakan alasan suci yaitu menyebarkan agama. Demi pembenaran diri.... bukan hy itu... menyerang/berperang juga utk dapatkan wanita tawanan perang yg boleh/halal tuk disetubuhi.  Jadi keuntungan dobel: HARTA & WANITA 😅 ... wlo harus membunuh. Itulah ajaran islam...
3162,"Religiusitas mengajarkan moral etik yang ""pro-creation humanis"", teladan hidup jadi patokan ... silahkan riset komparatif rational historis ..."
3163,https://www.youtube.com/watch?v=EmavwUseBiw
3164,GILIRAN Dr. JOSHUA TEWUH YANG ANGKAT BICARA SOAL STT NIAS
3165,"Katanya si mbak...alquran itu sesuai dengan saat itu dan tidak berlaku dengan sekarang....hahahah, mbak...sadar gak mbak sekarang bilang bahwa alquran tidak solid lagi utk masa sekarang. Kalo alkitab dari dulu dan sekarang tetap dan bisa dilakukan sampai jaman modern ini."
3166,"Jadi artinya ajaran islam ini tidaklah tetap atau tdk kekal, melihat waktu  itu artinya bukan ajaran Tuhan"
3167,"Cepat tinggalin sebelum terlambat.
Iran saja 2/3 mesjid tutup sisa 25rb aja"
3168,"Sebenarnya banyak Armando menanyakan kepada wanita ini, jawabannya nyambung, tidak mau sejelas jelasnya , sebenarnya dia malu sekali."
3169,Dan israel itu adalah negara /kaum penjajah.
3170,Dari dulu Buya Syakur bilang ;Jangan takut murtad  3 kali. Damai dibumi negara maju.
3171,Alhamdulillah saya Muslim dan semoga saya wafat hanya dalam keadaan sebagai Muslim. Aamiin 🙂
3172,https://youtu.be/LMJm5yjbZm4?si=1JBRK6lcEcoldWbK
3173,Orang pintar pasti Murtad
3174,Semoga diskusi tidak berakhir dengan presekusi.
3175,😄
3176,"chanal ""sunan nabi"" 
berarti chanal yang mengungkap fakta..bahawa yang di bicarakan disini benar adanya??

https://youtu.be/LMJm5yjbZm4?si=1JBRK6lcEcoldWbK"
3177,Enak aja ngomong islam agama perang ..mrk yg sering perang adlh islam ktp alias orang² yg tidak bercermin pada islamnya nabi Ibrohim As
3178,Orang cerdas ini pasti ditentang mati2an sampai berbusa busa...oleh orang bodoh2...pikir sendirilah pasti diplintirr....membenarkan bukan fakta...
