author,published_at,comment,like,en_comment
@WilhefniWilhefni,2024-10-22T06:14:55Z,kalau analisa fikiran saya orang yang duka ikn di lanjutkan itu suatu pertanda cara fikirannya adalah bisnis dan tidak tahun dengan sejarah bangsa indonesia sebab ikn ini lokasinya tidak di tengah tengah wilayah indonesia bangunan bangunan pendidikan mulai dari gedung gedung pendidikan dasar s d perguruan tibggi tidak ada jakarta adalah ibu kota begara yang ketaknya di tengah tengah wilayah indobedia dan tempat gedung pendidijan dudah ada dan tidak akan mengeluarkan biaya lagi untuk itu jakarta untuk ibuk kota itu penuh dengan sejarah bangsa di saat merebut kemerdekaan negara republik indonesia pada zaman dahulu ini kalau diamati wajah bapak ini dia adalah seorang yang pentibg bagi dia bisnisnya lancar soalnya dia bicara tempat olah raga lah tempat mol mol yang dia bilang jadi aneh cara analisa fikiran bapak ini bukan tempat tempat gedung gedung pendidkan yang penting bagi dia tergambar di wajahnya,0,if i analyze my thoughts the person who is sad about the icon is continued it is a sign that his way of thinking is business and does not know the history of the indonesian nation because this icon is not located in the middle of the indonesian territory educational buildings ranging from elementary school buildings to higher education do not exist jakarta is the capital city of the country which is located in the middle of the indonesian territory and the place of education buildings already exists and will not cost more for it jakarta as the capital city is full of the history of the nation when it won the independence of the republic of indonesia in ancient times this is if you observe the face of this man he is an important person for him his business is running smoothly because he talks about sports places the places for mol mol that he said so it is strange that the way of analyzing this mans thoughts is not the places of educational buildings that are important to him it is depicted on his face
@irwansitepu-i1q,2024-10-22T05:41:58Z,jgn mundurnya pak bambang krn kecewa seakanakan dipaksa tanpa logika alias ada yg sokan ngatur ambyarrrlah,2,dont resign mr bambang because you are disappointed as if you were being forced without logic aka someone is acting too bossy lets just go away
@irwansitepu-i1q,2024-10-22T05:32:09Z,ambisi yg berlebihan utk mengejar legalitas itulah resiko org yg berfikir jauh dari nalar alias dungu ngerti ga antara capital capitol,0,excessive ambition to pursue legality that is the risk of people who think far from reason aka stupid do you understand the difference between capital and capitol
@event_die,2024-10-22T05:16:04Z,apa akan lenyap kayak esemka,1,will it disappear like esemka
@rihatpardede304,2024-10-22T04:14:13Z,bertele tele omon nyaklw di negara org lain tu masyarakatnya gk banyak pak trus kekayaan negaranya kecilmaka investor kurangklw indo investor gk mau karena gk mau indo cpt majusama hal nya dgn ke pt di gk ada yg mau inves,0,the words are longwindedif in other countries the population is not much sir and the countrys wealth is small then there are few investors if in indonesia investors dont want because they dont want indonesia to progress quicklyits the same as with pt di no one wants to invest
@wahyujtj,2024-10-22T04:02:18Z,paling tidak investor baru masif masuk ke nusantara seiring matangnya infrastruktur regulasi juga guyuran insentif dari pusat,0,at least by new investors will massively enter the archipelago along with the maturity of infrastructure regulations and also the influx of incentives from the center
@sobatgemer9618,2024-10-22T01:36:10Z,setuju masalah pertanahan dengan masyarakat harus di selesaukan walaupun sebagian besar tanah tersebut belum di bsngun agar semua berjalan baikdan masyarakat juga tudak menutntut yang memberstkan pemetintah dan merasa beruntung di bangun ikn di sana,0,agree that land issues with the community must be resolved even though most of the land has not been built so that everything runs smoothly and the community also does not sue the government and feels lucky that the island was built there
@sobatgemer9618,2024-10-22T01:23:33Z,sependapat pak bambang pemerunrah harus sosialisasi dengan lingkungan penduduk lokal agar semua berjalan dengan baik karena semua saling memburuhkan,2,in the opinion of mr bambang the government must socialize with the local residents so that everything runs smoothly because everyone helps each other
@Tongsengchannel,2024-10-21T14:34:55Z,mangkrak lihat saja tahun depan sudah harus membayar utangnya,0,just wait and see next year we have to pay the debt
@stellashellymaria,2024-10-21T13:07:46Z,hambatan investasi apakah bangun kota simsalabim mba vira wajarlah klu bertahap pengerjaannya pembangunan bumi serpong damai butuh beberaps tahun untuk nampak rapih dan mulai baru penghuninya ramai,0,investment obstacles is building a city a miracle mba vira it is natural that the work is done in stages the development of bumi serpong damai took several years to look neat and start to be crowded with residents
@ariyudi8029,2024-10-21T12:12:59Z,sediakan tempat kuliner legenda dgn harga murah atau terjangkau dan tempat rekreasi pasti langsung hidup,0,provide legendary culinary places with cheap or affordable prices and recreation places it will definitely come alive
@n_noor.,2024-10-21T23:39:46Z,mslhnya hotel yg dibangun aja hingga bintang siapa yg mampu tido kecuali org kayaseharusnyaa tarik warga bercuti jgn khusus buat org kaya yg mampu bayar semalam jutaan uang,1,for example the hotels that are built are only to stars who can afford to sleep except the rich they should attract people to go on holiday not specifically for rich people who can afford to pay millions for a night
@gunawan1063,2024-10-21T11:19:24Z,intinya jgn grasa grusu ada etika lingkungan yang lebih utama dan prioritas kalau tidak rasional ekologi akan diinjak ditendang sama rasional ekonomi optimis boleh tapi jgn sampe irasional,1,the point is dont be hasty there are environmental ethics that are more important and a priority otherwise ecological rationality will be stepped on kicked by economic rationality optimism is allowed but dont be irrational
@AhmadDianto-c3t,2024-10-21T10:22:29Z,kalau ikn murni menjadi pusat pemerintahan ibu kota indonesia itu artinya ikn kurang menarik bagi investor,2,if the ikn is purely the center of the government of the capital city of indonesia it means that the ikn is less attractive to investors
@n_noor.,2024-10-21T23:36:25Z,supply demand market value boss gua mau taruh trillion uang mesti fikir apa hasilnya klu buat hotel hingga bintang siapa mau tido kecuali org kaya aja yg mampu semalam byr jutaan,0,supply demand market value boss i want to invest trillions of money but i have to think about what the results will be if i build a to star hotel who would want to sleep there except for rich people who can afford to pay millions a night
@sadanrigip6581,2024-10-22T02:14:27Z,aduh anda ini bagaimana tohsdh jelas investor itu sdh byk masuk keikn kok anda bilang investor tdk tertarik dgn ikn,0,oh my whats wrong with you its clear that many investors have entered the capital city but why do you say that investors are not interested in the capital city
@MahkamahTompel,2024-10-22T06:13:18Z,sadanrigipinvestor mana pak semua baru ground breaking belum bangun apa itu pon cuma ke aja pak prabowo pon tak singgung soal ikn pada pidatonya baru nya anda mahu masuk invest,0,sadanrigipwhere are the investors sir all just groundbreaking nothing has been built yet pon its only to pak prabowo pon didnt mention the ikn in his new speech do you want to invest
@TheSuarez87,2024-10-21T10:22:25Z,mulai gk jelas bambang susantono dgn mendukung twin city percaya deh klo bkin twin city gni bakal batal tuh ikn semua permulaan memang harus dipaksa karena keluar dr zona nyaman jgn mimpi maju kalau tidak berani mengambil keputusan mundur kembali pemikirannya padahal ikn sudah diputuskan dengan uu emang gak cocok jd kepala otorita,0,starting from unclear bambang susantono by supporting twin cities believe me if you make twin cities like this the ikn will be canceled all beginnings must be forced because they are out of the comfort zone dont dream of moving forward if you dont dare to make decisions his thinking will retreat even though the ikn has been decided by law he is indeed not suitable to be the head of an authority
@AhmadDianto-c3t,2024-10-21T10:09:38Z,saya bertanya sudakahkah perencanaan infra struktur aliran air hujan yg termanagenent dg perhitungan yg matang karena karena diatas tanah dibangun artinya air akan tertahan di atas sehingga menimbulkan banjir,0,i ask has the rainwater flow infrastructure planning been managed with mature calculations because because it is built on land it means that water will be retained above causing flooding
@linamarlina1156,2024-10-21T08:33:01Z,buang buang uang rakyat cok,1,youre wasting peoples money bro
@DediRachmanpriadi,2024-10-21T08:31:54Z,alhamdulillah semoga agustus ikn sudah lebih hidup dan komplit progresnya jalan tol bandara hunian asn rumkit hotel dan sekolah semoga sudah pada selesai dan semoga juga kota sudah ramai dgn ribuan asn,6,alhamdulillah hopefully on august the ikn will be more alive and complete the progress of toll roads airports asn housing rumkit hotels and schools will hopefully be completed and hopefully the city will be crowded with thousands of asn
@wihartowiharto82,2024-10-21T08:14:02Z,reporternya kok terkesan tendensius dlm pertanyaannya apa ada pesan khusus dari redaksinya bagus sekali p bambang susantono bs memberi penjelasan dg baik bhw proses yg terjadi adlh dinamika yg wajar dlm pembangunan ibu kota baru seperti halnya yg jg terjadi di negara lain termasuk di australia amerika serikat atau belanda,0,why does the reporter seem tendentious in his questions is there a special message from the editor it is very good that mr bambang susantono can provide a good explanation that the processes that occur are normal dynamics in the development of a new capital city as is also the case in other countries including australia the united states or the netherlands
@MahkamahTompel,2024-10-22T06:21:36Z,pak bambang bijak dia nyinyir ikn dalam nada diplomatik dia aja mundur dari ikn jokowi juga cuci tangan prabowo aja tidak singgung soal ikn dalam pidato presiden nya oh ya australia amerika belanda tidak ngutang buat ibu kota ekonomi mereka juga baik ini ringgit malaysia negara tertangga aja bersamaan rupiah apa prioritas ibu kota baru,0,mr bambang is wise he criticizes the ikn in a diplomatic tone he even resigned from the ikn jokowi also washed his hands of it prabowo didnt even mention the ikn in his presidential speech oh yeah australia america the netherlands dont have debts for the capital city their economy is also fine this malaysian ringgit from our neighboring country is worth rupiah what is the priority of the new capital city
@BambangCahya-e7l,2024-10-21T06:26:16Z,siapa yang mau melanjutkan dengan pembangunan ikn konyol amdal saja banyak masalah apalagi dari hamkamrata,0,who wants to continue with the development of the ikn its ridiculous there are so many problems with the amdal let alone with the hamkamratra
@winikadesiana8029,2024-10-21T06:23:50Z,pokoknya asal sudah ada kehidupan di ikn pasti akan rame dan menarik investor maupun dari masyarakat indonesia sendiri yg akan ber urbanisasi ke ikn untuk mengadu nasib mencari peruntungan,3,in short as long as there is life in the ikn it will definitely be busy and attract investors as well as indonesian people themselves who will urbanize to the ikn to try their luck
@MahkamahTompel,2024-10-22T05:54:13Z,jokowi aja tidak mahu pensiun di sana kata mahu ngantor hari malah hari aja pergi prabowo aja tak mahu di lantik di sana,1,jokowi doesnt want to retire there he said he wanted to work for days but instead he only went for days prabowo doesnt want to be inaugurated there
@AsmiranMs,2024-10-22T09:14:21Z,kehidupan itu perlu ada penghasilan jgn bandingkan dengan jakarta babrik pelabuhan internasional semua serba ada sehingga membuat ekonomi bergerak kalo ikn dirikan hotelmega mol lapangan golf dll siapa mau ngisinya siapa yang mau berbelanja kesana,0,life needs income dont compare it to jakartas factories international ports everything is there to make the economy move if its ikn build hotels mega malls golf courses etc who wants to fill them who wants to shop there
@muhirfanali95,2024-10-24T02:36:58Z,mahkamahtompel bukan tidak mau di lantik di ikn tapi pelantikan presiden ada prosedur sesuai uu,0,mahkamahtompel does not want to be inaugurated in the ikn but the inauguration of the president has a procedure according to the law
